Preditcted_Index,Preditcted_Failure,Preditcted_Affected_Component_Uid,"	Preditcted_Affected_Component","	Preditcted_Utility_Drop","	Preditcted_Rule",Preditcted_Utility_Increase,CycleID,CycleSize,Optimal_Index ,Optimal_Failure,Optimal_Affected_Component_Uid,Optimal_Affected_Component,Optimal_Utility_Drop,Optimal_Rule,Optimal_Utility_Increase,CycleID,CycleSize
13,CF5,_SFDs_-cdEeet0YmmfbMwkw,Item Management Service,10.70522722,AddReplica,95.69760895,24.1,21,13,CF5,_SFDs_-cdEeet0YmmfbMwkw,Item Management Service,10.70522722,AddReplica,96.46300559,24.1,21
14,CF5,_SFES_-cdEeet0YmmfbMwkw,Item Management Service,38.78798643,AddReplica,95.69760895,24.1,21,14,CF5,_SFES_-cdEeet0YmmfbMwkw,Item Management Service,38.78798643,AddReplica,96.46300559,24.1,21
15,CF3,_SFCeQucdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,24.1,21,15,CF3,_SFCeQucdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,24.1,21
16,CF3,_SFDEwecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,24.1,21,16,CF3,_SFDEwecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,24.1,21
17,CF3,_SFDryecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,24.1,21,17,CF3,_SFDFYecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,24.1,21
18,CF3,_SFDsaecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,24.1,21,18,CF3,_SFDryecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,24.1,21
19,CF3,_SFDtCecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,24.1,21,19,CF3,_SFDsaecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,24.1,21
20,CF3,_SFETCecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,24.1,21,20,CF3,_SFDtCecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,24.1,21
21,CF3,_SFDFYecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.3314362,24.1,21,21,CF3,_SFETCecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,24.1,21
1,CF2,_SFFhROcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,25.1,14,1,CF2,_SFE6DOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,25.1,14
2,CF2,_SFE6DOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,25.1,14,2,CF2,_SFFgpOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,25.1,14
3,CF2,_SFFgpOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,138.9749756,25.1,14,3,CF2,_SFFhROcdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,25.1,14
4,CF1,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.4919205,25.1,14,4,CF1,_SFE50OcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,25.1,14
5,CF1,_SFE50OcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,25.1,14,5,CF1,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,25.1,14
6,CF1,_SFFhCOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,25.1,14,6,CF1,_SFFhCOcdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,25.1,14
7,CF1,_SFFh3-cdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.8089447,25.1,14,7,CF1,_SFFh3-cdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,25.1,14
8,CF5,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,68.36308188,AddReplica,95.69760895,25.1,14,8,CF5,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,68.36308188,AddReplica,96.46300559,25.1,14
9,CF3,_SFE52ucdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,25.1,14,9,CF3,_SFE52ucdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,25.1,14
10,CF3,_SFE6eucdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,25.1,14,10,CF3,_SFE6eucdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,25.1,14
11,CF3,_SFFhEucdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,25.1,14,11,CF3,_SFFhEucdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,25.1,14
12,CF3,_SFE5-OcdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,HwRedeployComponent,96.71607208,25.1,14,12,CF3,_SFE5-OcdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,HwRedeployComponent,96.96008424,25.1,14
13,CF3,_SFFhMOcdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,HwRedeployComponent,96.71607208,25.1,14,13,CF3,_SFFgkOcdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,HwRedeployComponent,96.96008424,25.1,14
14,CF3,_SFFgkOcdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,HwRedeployComponent,96.41391754,25.1,14,14,CF3,_SFFhMOcdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,HwRedeployComponent,96.96008424,25.1,14
1,CF2,_SEwJ8-cdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.5513916,26.1,4,1,CF2,_SEwJ8-cdEeet0YmmfbMwkw,Recommendation Item Filter,88.68012805,RestartComponent,88.68012805,26.1,4
2,CF5,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,70.13955136,AddReplica,95.69760895,26.1,4,2,CF5,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,70.13955136,AddReplica,96.46300559,26.1,4
3,CF3,_SFFhGucdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,230.0286255,26.1,4,3,CF3,_SFDscecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,235.3388632,26.1,4
4,CF3,_SFDscecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,229.6420441,26.1,4,4,CF3,_SFFhGucdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,235.3388632,26.1,4
1,CF5,_SFJytecdEeet0YmmfbMwkw,Bid and Buy Service,130.1539523,AddReplica,173.4966431,27.1,6,1,CF5,_SFJytecdEeet0YmmfbMwkw,Bid and Buy Service,130.1539523,AddReplica,171.7496872,27.1,6
2,CF5,_SFJzVecdEeet0YmmfbMwkw,Bid and Buy Service,138.2462883,AddReplica,173.4966431,27.1,6,2,CF5,_SFJzVecdEeet0YmmfbMwkw,Bid and Buy Service,138.2462883,AddReplica,171.7496872,27.1,6
3,CF1,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,27.1,6,3,CF1,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,27.1,6
4,CF1,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.9568481,27.1,6,4,CF1,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,27.1,6
5,CF5,_SFJzS-cdEeet0YmmfbMwkw,Item Management Service,62.7548972,AddReplica,95.69760895,27.1,6,5,CF5,_SFJzS-cdEeet0YmmfbMwkw,Item Management Service,62.7548972,AddReplica,96.46300559,27.1,6
6,CF2,_SFJy8-cdEeet0YmmfbMwkw,Category Item Filter,60.33906335,RestartComponent,61.11837006,27.1,6,6,CF2,_SFJy8-cdEeet0YmmfbMwkw,Category Item Filter,60.33906335,RestartComponent,60.33906335,27.1,6
1,CF5,_SFKaeecdEeet0YmmfbMwkw,Query Service,443.2693569,AddReplica,536.5228882,28.1,14,1,CF5,_SFKZ2ecdEeet0YmmfbMwkw,Query Service,387.4663314,AddReplica,498.2634396,28.1,14
2,CF5,_SFLAhecdEeet0YmmfbMwkw,Query Service,338.2279489,AddReplica,528.6084595,28.1,14,2,CF5,_SFKaeecdEeet0YmmfbMwkw,Query Service,443.2693569,AddReplica,498.2634396,28.1,14
3,CF5,_SFKZ2ecdEeet0YmmfbMwkw,Query Service,387.4663314,AddReplica,527.9650269,28.1,14,3,CF5,_SFLAhecdEeet0YmmfbMwkw,Query Service,338.2279489,AddReplica,498.2634396,28.1,14
4,CF5,_SFLBJecdEeet0YmmfbMwkw,Query Service,96.4351057,AddReplica,525.5576782,28.1,14,4,CF5,_SFLBJecdEeet0YmmfbMwkw,Query Service,96.4351057,AddReplica,498.2634396,28.1,14
5,CF2,_SFLAfecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,223.4114075,28.1,14,5,CF2,_SFKZ0ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,224.4356896,28.1,14
6,CF2,_SFKZ0ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,223.225708,28.1,14,6,CF2,_SFKacecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,224.4356896,28.1,14
7,CF2,_SFLBHecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,223.225708,28.1,14,7,CF2,_SFLAfecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,224.4356896,28.1,14
8,CF2,_SFKacecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,222.7250824,28.1,14,8,CF2,_SFLBHecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,224.4356896,28.1,14
9,CF5,_SFFhSucdEeet0YmmfbMwkw,Comment Item Filter,60.49199438,AddReplica,82.10028076,28.1,14,9,CF5,_SFFhSucdEeet0YmmfbMwkw,Comment Item Filter,60.49199438,AddReplica,82.43841662,28.1,14
10,CF3,_SFLAZ-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,HwRedeployComponent,119.6928024,28.1,14,10,CF3,_SFKZu-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,HwRedeployComponent,119.1233033,28.1,14
11,CF3,_SFLBB-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,HwRedeployComponent,119.6928024,28.1,14,11,CF3,_SFKaW-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,HwRedeployComponent,119.1233033,28.1,14
12,CF3,_SFKaW-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,HwRedeployComponent,119.306221,28.1,14,12,CF3,_SFLAZ-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,HwRedeployComponent,119.1233033,28.1,14
13,CF3,_SFKZu-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,HwRedeployComponent,118.7711487,28.1,14,13,CF3,_SFLBB-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,HwRedeployComponent,119.1233033,28.1,14
14,CF3,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,96.46300559,HwRedeployComponent,98.50447083,28.1,14,14,CF3,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,96.46300559,HwRedeployComponent,96.46300559,28.1,14
1,CF2,_SFGIzucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,29.1,8,1,CF2,_SFGIzucdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,29.1,8
2,CF2,_SFGu9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,29.1,8,2,CF2,_SFGu9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,29.1,8
3,CF1,_SFGIkucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.6928024,29.1,8,3,CF1,_SFGIkucdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,29.1,8
4,CF1,_SFGuu-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,29.1,8,4,CF1,_SFGuu-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,29.1,8
5,CF5,_SFGItOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,46.03225543,AddReplica,78.50324249,29.1,8,5,CF5,_SFGItOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,46.03225543,AddReplica,73.6380925,29.1,8
6,CF5,_SFGu3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,30.05415679,AddReplica,78.50324249,29.1,8,6,CF5,_SFGu3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,30.05415679,AddReplica,73.6380925,29.1,8
7,CF3,_SFGInOcdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,29.1,8,7,CF3,_SFGInOcdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,29.1,8
8,CF3,_SFGuxecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.1867523,29.1,8,8,CF3,_SFGuxecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,29.1,8
1,CF2,_SFGwN-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.1202698,30.1,6,1,CF2,_SFGwN-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,30.1,6
2,CF5,_SFGwpecdEeet0YmmfbMwkw,Bid and Buy Service,121.1049971,AddReplica,173.4966431,30.1,6,2,CF5,_SFGwpecdEeet0YmmfbMwkw,Bid and Buy Service,121.1049971,AddReplica,171.7496872,30.1,6
3,CF5,_SFJLBecdEeet0YmmfbMwkw,Bid and Buy Service,130.1539523,AddReplica,173.4966431,30.1,6,3,CF5,_SFJLBecdEeet0YmmfbMwkw,Bid and Buy Service,130.1539523,AddReplica,171.7496872,30.1,6
4,CF2,_SFHV7OcdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.1155396,30.1,6,4,CF2,_SFHV7OcdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,30.1,6
5,CF5,_SFGwm-cdEeet0YmmfbMwkw,Item Management Service,66.54008573,AddReplica,95.69760895,30.1,6,5,CF5,_SFGwm-cdEeet0YmmfbMwkw,Item Management Service,66.54008573,AddReplica,96.46300559,30.1,6
6,CF1,_SFGwLecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,46.24889755,30.1,6,6,CF1,_SFGwLecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,45.10303805,30.1,6
1,CF1,_SFJyKecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,637.9264526,31.1,30,1,CF1,_SFJyKecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,638.4602918,31.1,30
2,CF1,_SFKZOecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,637.8934937,31.1,30,2,CF1,_SFJyyecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,638.4602918,31.1,30
3,CF1,_SFJyyecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,637.5457153,31.1,30,3,CF1,_SFJzaecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,638.4602918,31.1,30
4,CF1,_SFJzaecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,613.6730347,31.1,30,4,CF1,_SFKZOecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,638.4602918,31.1,30
5,CF2,_SFLAo-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,141.0674133,31.1,30,5,CF2,_SFKZ9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,31.1,30
6,CF2,_SFKZ9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,31.1,30,6,CF2,_SFKal-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,31.1,30
7,CF2,_SFKal-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,31.1,30,7,CF2,_SFLAo-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,31.1,30
8,CF5,_SFKZwucdEeet0YmmfbMwkw,Authentication Service,18.61236538,AddReplica,158.453537,31.1,30,8,CF5,_SFKZwucdEeet0YmmfbMwkw,Authentication Service,18.61236538,AddReplica,158.5657034,31.1,30
9,CF5,_SFKaYucdEeet0YmmfbMwkw,Authentication Service,90.75790637,AddReplica,158.453537,31.1,30,9,CF5,_SFKaYucdEeet0YmmfbMwkw,Authentication Service,90.75790637,AddReplica,158.5657034,31.1,30
10,CF5,_SFLAbucdEeet0YmmfbMwkw,Authentication Service,6.22338881,AddReplica,158.453537,31.1,30,10,CF5,_SFLAbucdEeet0YmmfbMwkw,Authentication Service,6.22338881,AddReplica,158.5657034,31.1,30
11,CF5,_SFLBDucdEeet0YmmfbMwkw,Authentication Service,85.99557635,AddReplica,158.453537,31.1,30,11,CF5,_SFLBDucdEeet0YmmfbMwkw,Authentication Service,85.99557635,AddReplica,158.5657034,31.1,30
12,CF2,_SFJzgucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.502121,31.1,30,12,CF2,_SFJyQucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,31.1,30
13,CF2,_SFJyQucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.1155396,31.1,30,13,CF2,_SFJy4ucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,31.1,30
14,CF2,_SFJy4ucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.1155396,31.1,30,14,CF2,_SFJzgucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,31.1,30
15,CF2,_SFKZUucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.1155396,31.1,30,15,CF2,_SFKZUucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,31.1,30
16,CF1,_SFKZ3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,94.08683014,31.1,30,16,CF1,_SFKZ3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,31.1,30
17,CF1,_SFLAiecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,31.1,30,17,CF1,_SFKafecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,31.1,30
18,CF1,_SFKafecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,91.62374115,31.1,30,18,CF1,_SFLAiecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,31.1,30
19,CF5,_SFJzS-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,98.50447083,31.1,30,19,CF5,_SFJzS-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,97.37015589,31.1,30
20,CF5,_SFJyC-cdEeet0YmmfbMwkw,Item Management Service,75.19049478,AddReplica,95.69760895,31.1,30,20,CF5,_SFJyC-cdEeet0YmmfbMwkw,Item Management Service,75.19049478,AddReplica,96.46300559,31.1,30
21,CF5,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,76.78198504,AddReplica,95.69760895,31.1,30,21,CF5,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,76.78198504,AddReplica,96.46300559,31.1,30
22,CF5,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,13.36127499,AddReplica,95.69760895,31.1,30,22,CF5,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,13.36127499,AddReplica,96.46300559,31.1,30
23,CF3,_SFJyFecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.673233,31.1,30,23,CF3,_SFJyFecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,31.1,30
24,CF3,_SFKZJecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.3314362,31.1,30,24,CF3,_SFKZJecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,31.1,30
25,CF3,_SFLAeecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,177.2073212,31.1,30,25,CF3,_SFKZzecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,176.5041474,31.1,30
26,CF3,_SFKZzecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,176.5030823,31.1,30,26,CF3,_SFKabecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,176.5041474,31.1,30
27,CF3,_SFKabecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,176.5030823,31.1,30,27,CF3,_SFLAeecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,176.5041474,31.1,30
28,CF3,_SFJytecdEeet0YmmfbMwkw,Bid and Buy Service,171.7496872,HwRedeployComponent,173.4966431,31.1,30,28,CF3,_SFJytecdEeet0YmmfbMwkw,Bid and Buy Service,171.7496872,HwRedeployComponent,171.7496872,31.1,30
29,CF3,_SFJzVecdEeet0YmmfbMwkw,Bid and Buy Service,171.7496872,HwRedeployComponent,173.4966431,31.1,30,29,CF3,_SFJzVecdEeet0YmmfbMwkw,Bid and Buy Service,171.7496872,HwRedeployComponent,171.7496872,31.1,30
30,CF3,_SFLBrucdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,160.4672852,31.1,30,30,CF3,_SFLBrucdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,175.1805217,31.1,30
1,CF1,_SFJyC-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,RestartComponent,98.50447083,32.1,4,1,CF2,_SFJyM-cdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.96008424,32.1,4
2,CF2,_SFJyM-cdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.71607208,32.1,4,2,CF1,_SFJyC-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,RestartComponent,96.46300559,32.1,4
3,CF2,_SFJyU-cdEeet0YmmfbMwkw,Category Item Filter,60.33906335,RestartComponent,60.4541626,32.1,4,3,CF2,_SFJyU-cdEeet0YmmfbMwkw,Category Item Filter,60.33906335,RestartComponent,60.33906335,32.1,4
4,CF3,_SFJyHecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,222.1269531,32.1,4,4,CF3,_SFJyHecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,235.3388632,32.1,4
1,CF5,_SFJyvecdEeet0YmmfbMwkw,Inventory Service,32.35306957,AddReplica,179.3526764,33.1,3,1,CF5,_SFJyvecdEeet0YmmfbMwkw,Inventory Service,32.35306957,AddReplica,172.7781628,33.1,3
2,CF2,_SFJy4ucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.1155396,33.1,3,2,CF2,_SFJy4ucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,33.1,3
3,CF1,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,RestartComponent,99.2405777,33.1,3,3,CF1,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,RestartComponent,96.46300559,33.1,3
1,CF2,_SFJzh-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,34.1,16,1,CF2,_SFJzh-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,34.1,16
2,CF2,_SFKZV-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,139.7336884,34.1,16,2,CF2,_SFKZV-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,34.1,16
3,CF5,_SFKZwucdEeet0YmmfbMwkw,Authentication Service,158.5657034,AddReplica,158.453537,34.1,16,3,CF5,_SFKZwucdEeet0YmmfbMwkw,Authentication Service,158.5657034,AddReplica,160.0385734,34.1,16
4,CF5,_SFKaYucdEeet0YmmfbMwkw,Authentication Service,158.5657034,AddReplica,158.453537,34.1,16,4,CF5,_SFKaYucdEeet0YmmfbMwkw,Authentication Service,158.5657034,AddReplica,160.0385734,34.1,16
5,CF1,_SFKag-cdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.71607208,34.1,16,5,CF1,_SFKZ4-cdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.96008424,34.1,16
6,CF1,_SFKZ4-cdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.41391754,34.1,16,6,CF1,_SFKag-cdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.96008424,34.1,16
7,CF1,_SFJzbecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,34.1,16,7,CF1,_SFJzbecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,34.1,16
8,CF1,_SFKZPecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,93.70024872,34.1,16,8,CF1,_SFKZPecdEeet0YmmfbMwkw,Last Second Sales Item Filter,96.67425092,RestartComponent,96.67425092,34.1,16
9,CF2,_SFKZ_ecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,RestartComponent,92.80956268,34.1,16,9,CF2,_SFKZ_ecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,RestartComponent,94.41692189,34.1,16
10,CF2,_SFKanecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,RestartComponent,92.80956268,34.1,16,10,CF2,_SFKanecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,RestartComponent,94.41692189,34.1,16
11,CF5,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,99.2405777,34.1,16,11,CF5,_SFJzS-cdEeet0YmmfbMwkw,Item Management Service,97.37015589,AddReplica,98.24450765,34.1,16
12,CF5,_SFJzS-cdEeet0YmmfbMwkw,Item Management Service,97.37015589,AddReplica,98.50447083,34.1,16,12,CF5,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,97.37015589,34.1,16
