Preditcted_Index,Preditcted_Failure,Preditcted_Affected_Component_Uid,"	Preditcted_Affected_Component","	Preditcted_Utility_Drop","	Preditcted_Rule",Preditcted_Utility_Increase,CycleID,CycleSize,Preditcted_Index2,Preditcted_Failure3,Preditcted_Affected_Component_Uid4,"	Preditcted_Affected_Component5","	Preditcted_Utility_Drop6","	Preditcted_Rule7",Preditcted_Utility_Increase8,CycleID9,CycleSize10
11,CF3,_SFES_-cdEeet0YmmfbMwkw,Item Management Service,106.218577,HwRedeployComponent,106.218577,24.2,21,11,CF3,_SFDtCecdEeet0YmmfbMwkw,Bid and Buy Service,107.8349355,HwRedeployComponent,107.8349355,24.2,21
12,CF3,_SFDsX-cdEeet0YmmfbMwkw,Item Management Service,105.7766537,HwRedeployComponent,105.7766537,24.2,21,12,CF3,_SFES_-cdEeet0YmmfbMwkw,Item Management Service,106.218577,HwRedeployComponent,106.218577,24.2,21
13,CF3,_SFDtCecdEeet0YmmfbMwkw,Bid and Buy Service,107.8349355,HwRedeployComponent,107.8349355,24.2,21,13,CF3,_SFDsX-cdEeet0YmmfbMwkw,Item Management Service,105.7766537,HwRedeployComponent,105.7766537,24.2,21
14,CF3,_SFCeOOcdEeet0YmmfbMwkw,Item Management Service,86.64550877,HwRedeployComponent,86.64550877,24.2,21,14,CF3,_SFCeOOcdEeet0YmmfbMwkw,Item Management Service,86.64550877,HwRedeployComponent,86.64550877,24.2,21
15,CF3,_SFDEt-cdEeet0YmmfbMwkw,Item Management Service,86.15815401,HwRedeployComponent,86.15815401,24.2,21,15,CF3,_SFDEt-cdEeet0YmmfbMwkw,Item Management Service,86.15815401,HwRedeployComponent,86.15815401,24.2,21
16,CF2,_SFETO-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,83.24929696,RestartComponent,83.24929696,24.2,21,16,CF2,_SFETO-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,83.24929696,RestartComponent,83.24929696,24.2,21
17,CF2,_SFDsm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,82.96230256,RestartComponent,82.96230256,24.2,21,17,CF2,_SFDsm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,82.96230256,RestartComponent,82.96230256,24.2,21
18,CF3,_SFDs_-cdEeet0YmmfbMwkw,Item Management Service,69.15047591,HwRedeployComponent,69.15047591,24.2,21,18,CF2,_SFDE8-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,69.25429712,RestartComponent,69.25429712,24.2,21
19,CF2,_SFDE8-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,69.25429712,RestartComponent,69.25429712,24.2,21,19,CF3,_SFDs_-cdEeet0YmmfbMwkw,Item Management Service,69.15047591,HwRedeployComponent,69.15047591,24.2,21
20,CF2,_SFDEU-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,67.54291886,RestartComponent,67.54291886,24.2,21,20,CF2,_SFDEU-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,67.54291886,RestartComponent,67.54291886,24.2,21
21,CF2,_SFESm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,51.82751265,RestartComponent,51.82751265,24.2,21,21,CF2,_SFESm-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,51.82751265,RestartComponent,51.82751265,24.2,21
1,CF3,_SFE52ucdEeet0YmmfbMwkw,Bid and Buy Service,377.4609562,HwRedeployComponent,377.4609562,25.2,14,1,CF3,_SFE52ucdEeet0YmmfbMwkw,Bid and Buy Service,377.4609562,HwRedeployComponent,377.4609562,25.2,14
2,CF1,_SFE50OcdEeet0YmmfbMwkw,Item Management Service,248.8650864,RestartComponent,248.8650864,25.2,14,2,CF1,_SFE50OcdEeet0YmmfbMwkw,Item Management Service,248.8650864,RestartComponent,248.8650864,25.2,14
3,CF3,_SFE6eucdEeet0YmmfbMwkw,Bid and Buy Service,226.183225,HwRedeployComponent,226.183225,25.2,14,3,CF3,_SFE6eucdEeet0YmmfbMwkw,Bid and Buy Service,226.183225,HwRedeployComponent,226.183225,25.2,14
4,CF3,_SFFhEucdEeet0YmmfbMwkw,Bid and Buy Service,225.2097076,HwRedeployComponent,225.2097076,25.2,14,4,CF3,_SFFhEucdEeet0YmmfbMwkw,Bid and Buy Service,225.2097076,HwRedeployComponent,225.2097076,25.2,14
5,CF2,_SFE6DOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,195.9142408,RestartComponent,195.9142408,25.2,14,5,CF2,_SFE6DOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,195.9142408,RestartComponent,195.9142408,25.2,14
6,CF3,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,186.9890901,HwRedeployComponent,186.9890901,25.2,14,6,CF3,_SFFhqOcdEeet0YmmfbMwkw,Item Management Service,186.9890901,HwRedeployComponent,186.9890901,25.2,14
7,CF1,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,148.5178816,RestartComponent,148.5178816,25.2,14,7,CF1,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,148.5178816,RestartComponent,148.5178816,25.2,14
8,CF1,_SFFhCOcdEeet0YmmfbMwkw,Item Management Service,146.4490209,RestartComponent,146.4490209,25.2,14,8,CF1,_SFFhCOcdEeet0YmmfbMwkw,Item Management Service,146.4490209,RestartComponent,146.4490209,25.2,14
9,CF2,_SFFgpOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,116.5135754,RestartComponent,116.5135754,25.2,14,9,CF3,_SFE5-OcdEeet0YmmfbMwkw,Past Sales Item Filter,117.2891217,HwRedeployComponent,117.2891217,25.2,14
10,CF2,_SFFhROcdEeet0YmmfbMwkw,Seller Reputation Item Filter,114.2866129,RestartComponent,114.2866129,25.2,14,10,CF2,_SFFgpOcdEeet0YmmfbMwkw,Seller Reputation Item Filter,116.5135754,RestartComponent,116.5135754,25.2,14
11,CF3,_SFE5-OcdEeet0YmmfbMwkw,Past Sales Item Filter,117.2891217,HwRedeployComponent,117.2891217,25.2,14,11,CF2,_SFFhROcdEeet0YmmfbMwkw,Seller Reputation Item Filter,114.2866129,RestartComponent,114.2866129,25.2,14
12,CF1,_SFFh3-cdEeet0YmmfbMwkw,Region Item Filter,109.1050874,RestartComponent,109.1050874,25.2,14,12,CF1,_SFFh3-cdEeet0YmmfbMwkw,Region Item Filter,109.1050874,RestartComponent,109.1050874,25.2,14
13,CF3,_SFFgkOcdEeet0YmmfbMwkw,Past Sales Item Filter,67.03039781,HwRedeployComponent,67.03039781,25.2,14,13,CF3,_SFFgkOcdEeet0YmmfbMwkw,Past Sales Item Filter,67.03039781,HwRedeployComponent,67.03039781,25.2,14
14,CF3,_SFFhMOcdEeet0YmmfbMwkw,Past Sales Item Filter,66.57856793,HwRedeployComponent,66.57856793,25.2,14,14,CF3,_SFFhMOcdEeet0YmmfbMwkw,Past Sales Item Filter,66.57856793,HwRedeployComponent,66.57856793,25.2,14
1,CF3,_SFFhGucdEeet0YmmfbMwkw,Inventory Service,201.9272683,HwRedeployComponent,201.9272683,26.2,4,1,CF3,_SFFhGucdEeet0YmmfbMwkw,Inventory Service,201.9272683,HwRedeployComponent,201.9272683,26.2,4
2,CF3,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,148.5178816,HwRedeployComponent,148.5178816,26.2,4,2,CF3,_SFDse-cdEeet0YmmfbMwkw,Persistence Service,153.4903949,HwRedeployComponent,153.4903949,26.2,4
3,CF3,_SFDse-cdEeet0YmmfbMwkw,Persistence Service,153.4903949,HwRedeployComponent,153.4903949,26.2,4,3,CF3,_SFE6cOcdEeet0YmmfbMwkw,Item Management Service,148.5178816,HwRedeployComponent,148.5178816,26.2,4
4,CF2,_SEwJ8-cdEeet0YmmfbMwkw,Recommendation Item Filter,6.569169001,RestartComponent,6.569169001,26.2,4,4,CF2,_SEwJ8-cdEeet0YmmfbMwkw,Recommendation Item Filter,6.569169001,RestartComponent,6.569169001,26.2,4
1,CF3,_SFJytecdEeet0YmmfbMwkw,Bid and Buy Service,407.8874011,HwRedeployComponent,407.8874011,27.2,6,1,CF3,_SFJytecdEeet0YmmfbMwkw,Bid and Buy Service,407.8874011,HwRedeployComponent,407.8874011,27.2,6
2,CF1,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,269.1265329,RestartComponent,269.1265329,27.2,6,2,CF1,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,269.4086412,RestartComponent,269.4086412,27.2,6
3,CF1,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,269.4086412,RestartComponent,269.4086412,27.2,6,3,CF1,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,269.1265329,RestartComponent,269.1265329,27.2,6
4,CF3,_SFJzVecdEeet0YmmfbMwkw,Bid and Buy Service,169.6392223,HwRedeployComponent,169.6392223,27.2,6,4,CF3,_SFJzVecdEeet0YmmfbMwkw,Bid and Buy Service,169.6392223,HwRedeployComponent,169.6392223,27.2,6
5,CF2,_SFJy8-cdEeet0YmmfbMwkw,Category Item Filter,128.3189594,RestartComponent,128.3189594,27.2,6,5,CF2,_SFJy8-cdEeet0YmmfbMwkw,Category Item Filter,128.3189594,RestartComponent,128.3189594,27.2,6
6,CF3,_SFJzS-cdEeet0YmmfbMwkw,Item Management Service,106.5592925,HwRedeployComponent,106.5592925,27.2,6,6,CF3,_SFJzS-cdEeet0YmmfbMwkw,Item Management Service,106.5592925,HwRedeployComponent,106.5592925,27.2,6
1,CF3,_SFLBJecdEeet0YmmfbMwkw,Query Service,1245.594859,HwRedeployComponent,1245.594859,28.2,14,1,CF3,_SFLBJecdEeet0YmmfbMwkw,Query Service,1245.594859,HwRedeployComponent,1245.594859,28.2,14
2,CF3,_SFKaeecdEeet0YmmfbMwkw,Query Service,1155.952219,HwRedeployComponent,1155.952219,28.2,14,2,CF3,_SFKaeecdEeet0YmmfbMwkw,Query Service,1155.952219,HwRedeployComponent,1155.952219,28.2,14
3,CF3,_SFKZ2ecdEeet0YmmfbMwkw,Query Service,888.5478648,HwRedeployComponent,888.5478648,28.2,14,3,CF3,_SFKZ2ecdEeet0YmmfbMwkw,Query Service,888.5478648,HwRedeployComponent,888.5478648,28.2,14
4,CF3,_SFFhr-cdEeet0YmmfbMwkw,Authentication Service,700.2513524,ReplaceComponent,742.2513524,28.2,14,4,CF3,_SFFhr-cdEeet0YmmfbMwkw,Authentication Service,700.2513524,ReplaceComponent,742.2513524,28.2,14
5,CF2,_SFLBHecdEeet0YmmfbMwkw,Reputation Service,269.0722865,RestartComponent,269.0722865,28.2,14,5,CF2,_SFLBHecdEeet0YmmfbMwkw,Reputation Service,269.0722865,RestartComponent,269.0722865,28.2,14
6,CF3,_SFLBB-cdEeet0YmmfbMwkw,Item Management Service,265.4098715,HwRedeployComponent,265.4098715,28.2,14,6,CF3,_SFLBB-cdEeet0YmmfbMwkw,Item Management Service,265.4098715,HwRedeployComponent,265.4098715,28.2,14
7,CF2,_SFKacecdEeet0YmmfbMwkw,Reputation Service,247.7539769,RestartComponent,247.7539769,28.2,14,7,CF2,_SFKacecdEeet0YmmfbMwkw,Reputation Service,247.7539769,RestartComponent,247.7539769,28.2,14
8,CF3,_SFKaW-cdEeet0YmmfbMwkw,Item Management Service,247.5697615,HwRedeployComponent,247.5697615,28.2,14,8,CF3,_SFKaW-cdEeet0YmmfbMwkw,Item Management Service,247.5697615,HwRedeployComponent,247.5697615,28.2,14
9,CF2,_SFKZ0ecdEeet0YmmfbMwkw,Reputation Service,189.9815721,RestartComponent,189.9815721,28.2,14,9,CF2,_SFKZ0ecdEeet0YmmfbMwkw,Reputation Service,189.9815721,RestartComponent,189.9815721,28.2,14
10,CF3,_SFKZu-cdEeet0YmmfbMwkw,Item Management Service,189.6972344,HwRedeployComponent,189.6972344,28.2,14,10,CF3,_SFKZu-cdEeet0YmmfbMwkw,Item Management Service,189.6972344,HwRedeployComponent,189.6972344,28.2,14
11,CF3,_SFLAhecdEeet0YmmfbMwkw,Query Service,167.9602434,HwRedeployComponent,167.9602434,28.2,14,11,CF3,_SFLAhecdEeet0YmmfbMwkw,Query Service,167.9602434,HwRedeployComponent,167.9602434,28.2,14
12,CF3,_SFFhSucdEeet0YmmfbMwkw,Comment Item Filter,97.42332562,HwRedeployComponent,97.42332562,28.2,14,12,CF3,_SFFhSucdEeet0YmmfbMwkw,Comment Item Filter,97.42332562,HwRedeployComponent,97.42332562,28.2,14
13,CF3,_SFLAZ-cdEeet0YmmfbMwkw,Item Management Service,27.96511216,HwRedeployComponent,27.96511216,28.2,14,13,CF3,_SFLAZ-cdEeet0YmmfbMwkw,Item Management Service,27.96511216,HwRedeployComponent,27.96511216,28.2,14
14,CF2,_SFLAfecdEeet0YmmfbMwkw,Reputation Service,26.7152914,RestartComponent,26.7152914,28.2,14,14,CF2,_SFLAfecdEeet0YmmfbMwkw,Reputation Service,26.7152914,RestartComponent,26.7152914,28.2,14
1,CF3,_SFGInOcdEeet0YmmfbMwkw,Bid and Buy Service,408.670733,HwRedeployComponent,408.670733,29.2,8,1,CF3,_SFGInOcdEeet0YmmfbMwkw,Bid and Buy Service,408.670733,HwRedeployComponent,408.670733,29.2,8
2,CF1,_SFGIkucdEeet0YmmfbMwkw,Item Management Service,267.8960963,RestartComponent,267.8960963,29.2,8,2,CF1,_SFGIkucdEeet0YmmfbMwkw,Item Management Service,267.8960963,RestartComponent,267.8960963,29.2,8
3,CF3,_SFGItOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,267.499151,HwRedeployComponent,267.499151,29.2,8,3,CF3,_SFGItOcdEeet0YmmfbMwkw,Last Second Sales Item Filter,267.499151,HwRedeployComponent,267.499151,29.2,8
4,CF3,_SFGuxecdEeet0YmmfbMwkw,Bid and Buy Service,255.4965263,HwRedeployComponent,255.4965263,29.2,8,4,CF3,_SFGuxecdEeet0YmmfbMwkw,Bid and Buy Service,255.4965263,HwRedeployComponent,255.4965263,29.2,8
5,CF2,_SFGIzucdEeet0YmmfbMwkw,Seller Reputation Item Filter,209.0004486,RestartComponent,209.0004486,29.2,8,5,CF2,_SFGIzucdEeet0YmmfbMwkw,Seller Reputation Item Filter,209.0004486,RestartComponent,209.0004486,29.2,8
6,CF3,_SFGu3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,166.5569678,HwRedeployComponent,166.5569678,29.2,8,6,CF3,_SFGu3ecdEeet0YmmfbMwkw,Last Second Sales Item Filter,166.5569678,HwRedeployComponent,166.5569678,29.2,8
7,CF1,_SFGuu-cdEeet0YmmfbMwkw,Item Management Service,165.4735118,RestartComponent,165.4735118,29.2,8,7,CF1,_SFGuu-cdEeet0YmmfbMwkw,Item Management Service,165.4735118,RestartComponent,165.4735118,29.2,8
8,CF2,_SFGu9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,131.6749417,RestartComponent,131.6749417,29.2,8,8,CF2,_SFGu9-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,131.6749417,RestartComponent,131.6749417,29.2,8
1,CF3,_SFJLBecdEeet0YmmfbMwkw,Bid and Buy Service,286.1890588,HwRedeployComponent,286.1890588,30.2,6,1,CF3,_SFJLBecdEeet0YmmfbMwkw,Bid and Buy Service,286.1890588,HwRedeployComponent,286.1890588,30.2,6
2,CF3,_SFGwpecdEeet0YmmfbMwkw,Bid and Buy Service,45.18976915,HwRedeployComponent,45.18976915,30.2,6,2,CF3,_SFGwpecdEeet0YmmfbMwkw,Bid and Buy Service,45.18976915,HwRedeployComponent,45.18976915,30.2,6
3,CF3,_SFGwm-cdEeet0YmmfbMwkw,Item Management Service,25.4942516,HwRedeployComponent,25.4942516,30.2,6,3,CF3,_SFGwm-cdEeet0YmmfbMwkw,Item Management Service,25.4942516,HwRedeployComponent,25.4942516,30.2,6
4,CF2,_SFHV7OcdEeet0YmmfbMwkw,Region Item Filter,11.91411865,RestartComponent,11.91411865,30.2,6,4,CF2,_SFHV7OcdEeet0YmmfbMwkw,Region Item Filter,11.91411865,RestartComponent,11.91411865,30.2,6
5,CF2,_SFGwN-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,4.591479584,RestartComponent,4.591479584,30.2,6,5,CF2,_SFGwN-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,4.591479584,RestartComponent,4.591479584,30.2,6
6,CF1,_SFGwLecdEeet0YmmfbMwkw,Availability Item Filter,1.555790231,RestartComponent,1.555790231,30.2,6,6,CF1,_SFGwLecdEeet0YmmfbMwkw,Availability Item Filter,1.555790231,RestartComponent,1.555790231,30.2,6
1,CF1,_SFKZOecdEeet0YmmfbMwkw,Query Service,1247.939112,RestartComponent,1247.939112,31.2,30,1,CF1,_SFKZOecdEeet0YmmfbMwkw,Query Service,1247.939112,RestartComponent,1247.939112,31.2,30
2,CF3,_SFLBDucdEeet0YmmfbMwkw,Authentication Service,822.4150778,ReplaceComponent,871.4150778,31.2,30,2,CF3,_SFLBDucdEeet0YmmfbMwkw,Authentication Service,822.4150778,ReplaceComponent,871.4150778,31.2,30
3,CF3,_SFKaYucdEeet0YmmfbMwkw,Authentication Service,762.3916707,ReplaceComponent,807.8916707,31.2,30,3,CF3,_SFKaYucdEeet0YmmfbMwkw,Authentication Service,762.3916707,ReplaceComponent,807.8916707,31.2,30
4,CF3,_SFKZwucdEeet0YmmfbMwkw,Authentication Service,584.132719,ReplaceComponent,619.132719,31.2,30,4,CF3,_SFKZwucdEeet0YmmfbMwkw,Authentication Service,584.132719,ReplaceComponent,619.132719,31.2,30
5,CF1,_SFJyKecdEeet0YmmfbMwkw,Query Service,525.2261947,RestartComponent,525.2261947,31.2,30,5,CF1,_SFJyKecdEeet0YmmfbMwkw,Query Service,525.2261947,RestartComponent,525.2261947,31.2,30
6,CF3,_SFKZJecdEeet0YmmfbMwkw,Bid and Buy Service,405.4297184,HwRedeployComponent,405.4297184,31.2,30,6,CF3,_SFJzUucdEeet0YmmfbMwkw,Authentication Service,418.1856521,ReplaceComponent,443.3856521,31.2,30
7,CF3,_SFLBrucdEeet0YmmfbMwkw,Authentication Service,366.7656133,ReplaceComponent,389.1656133,31.2,30,7,CF3,_SFKZJecdEeet0YmmfbMwkw,Bid and Buy Service,405.4297184,HwRedeployComponent,405.4297184,31.2,30
8,CF3,_SFJyvecdEeet0YmmfbMwkw,Inventory Service,367.4647798,HwRedeployComponent,367.4647798,31.2,30,8,CF3,_SFLBrucdEeet0YmmfbMwkw,Authentication Service,366.7656133,ReplaceComponent,389.1656133,31.2,30
9,CF3,_SFKabecdEeet0YmmfbMwkw,Inventory Service,340.6238641,HwRedeployComponent,340.6238641,31.2,30,9,CF3,_SFJyvecdEeet0YmmfbMwkw,Inventory Service,367.4647798,HwRedeployComponent,367.4647798,31.2,30
10,CF3,_SFJzUucdEeet0YmmfbMwkw,Authentication Service,418.1856521,ReplaceComponent,443.3856521,31.2,30,10,CF3,_SFKabecdEeet0YmmfbMwkw,Inventory Service,340.6238641,HwRedeployComponent,340.6238641,31.2,30
11,CF3,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,269.1265329,HwRedeployComponent,269.1265329,31.2,30,11,CF3,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,269.4086412,HwRedeployComponent,269.4086412,31.2,30
12,CF3,_SFJyq-cdEeet0YmmfbMwkw,Item Management Service,269.4086412,HwRedeployComponent,269.4086412,31.2,30,12,CF3,_SFKZG-cdEeet0YmmfbMwkw,Item Management Service,269.1265329,HwRedeployComponent,269.1265329,31.2,30
13,CF1,_SFJyzecdEeet0YmmfbMwkw,Last Second Sales Item Filter,265.8155442,RestartComponent,265.8155442,31.2,30,13,CF1,_SFJyzecdEeet0YmmfbMwkw,Last Second Sales Item Filter,265.8155442,RestartComponent,265.8155442,31.2,30
14,CF3,_SFKZzecdEeet0YmmfbMwkw,Inventory Service,258.1628579,HwRedeployComponent,258.1628579,31.2,30,14,CF3,_SFKZzecdEeet0YmmfbMwkw,Inventory Service,258.1628579,HwRedeployComponent,258.1628579,31.2,30
15,CF2,_SFJy5-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,210.0653867,RestartComponent,210.0653867,31.2,30,15,CF2,_SFJy5-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,210.0653867,RestartComponent,210.0653867,31.2,30
16,CF2,_SFKanecdEeet0YmmfbMwkw,Comment Item Filter,171.7405723,RestartComponent,171.7405723,31.2,30,16,CF2,_SFKanecdEeet0YmmfbMwkw,Comment Item Filter,171.7405723,RestartComponent,171.7405723,31.2,30
17,CF3,_SFJyFecdEeet0YmmfbMwkw,Bid and Buy Service,167.3697583,HwRedeployComponent,167.3697583,31.2,30,17,CF3,_SFJyFecdEeet0YmmfbMwkw,Bid and Buy Service,167.3697583,HwRedeployComponent,167.3697583,31.2,30
18,CF2,_SFKZUucdEeet0YmmfbMwkw,Region Item Filter,153.3670584,RestartComponent,153.3670584,31.2,30,18,CF2,_SFKZUucdEeet0YmmfbMwkw,Region Item Filter,153.3670584,RestartComponent,153.3670584,31.2,30
19,CF2,_SFKZ_ecdEeet0YmmfbMwkw,Comment Item Filter,125.6990459,RestartComponent,125.6990459,31.2,30,19,CF2,_SFKZ_ecdEeet0YmmfbMwkw,Comment Item Filter,125.6990459,RestartComponent,125.6990459,31.2,30
20,CF1,_SFKag-cdEeet0YmmfbMwkw,Past Sales Item Filter,119.9808098,RestartComponent,119.9808098,31.2,30,20,CF1,_SFKag-cdEeet0YmmfbMwkw,Past Sales Item Filter,119.9808098,RestartComponent,119.9808098,31.2,30
21,CF3,_SFJyC-cdEeet0YmmfbMwkw,Item Management Service,108.0812691,HwRedeployComponent,108.0812691,31.2,30,21,CF3,_SFLAbucdEeet0YmmfbMwkw,Authentication Service,108.9893782,ReplaceComponent,115.9893782,31.2,30
22,CF3,_SFLAbucdEeet0YmmfbMwkw,Authentication Service,108.9893782,ReplaceComponent,115.9893782,31.2,30,22,CF3,_SFJyC-cdEeet0YmmfbMwkw,Item Management Service,108.0812691,HwRedeployComponent,108.0812691,31.2,30
23,CF3,_SFJzYecdEeet0YmmfbMwkw,Reputation Service,106.9250375,HwRedeployComponent,106.9250375,31.2,30,23,CF3,_SFJzYecdEeet0YmmfbMwkw,Reputation Service,106.9250375,HwRedeployComponent,106.9250375,31.2,30
24,CF1,_SFKZ4-cdEeet0YmmfbMwkw,Past Sales Item Filter,87.79044782,RestartComponent,87.79044782,31.2,30,24,CF1,_SFKZ4-cdEeet0YmmfbMwkw,Past Sales Item Filter,87.79044782,RestartComponent,87.79044782,31.2,30
25,CF2,_SFJzjecdEeet0YmmfbMwkw,Comment Item Filter,69.91733269,RestartComponent,69.91733269,31.2,30,25,CF2,_SFJzjecdEeet0YmmfbMwkw,Comment Item Filter,69.91733269,RestartComponent,69.91733269,31.2,30
26,CF2,_SFJyQucdEeet0YmmfbMwkw,Region Item Filter,57.9768803,RestartComponent,57.9768803,31.2,30,26,CF2,_SFJyQucdEeet0YmmfbMwkw,Region Item Filter,57.9768803,RestartComponent,57.9768803,31.2,30
27,CF1,_SFJzc-cdEeet0YmmfbMwkw,Past Sales Item Filter,46.53831586,RestartComponent,46.53831586,31.2,30,27,CF1,_SFJzc-cdEeet0YmmfbMwkw,Past Sales Item Filter,46.53831586,RestartComponent,46.53831586,31.2,30
28,CF3,_SFLAeecdEeet0YmmfbMwkw,Inventory Service,43.76632485,HwRedeployComponent,43.76632485,31.2,30,28,CF3,_SFLAeecdEeet0YmmfbMwkw,Inventory Service,43.76632485,HwRedeployComponent,43.76632485,31.2,30
29,CF2,_SFLAqecdEeet0YmmfbMwkw,Comment Item Filter,16.82406571,RestartComponent,16.82406571,31.2,30,29,CF2,_SFLAqecdEeet0YmmfbMwkw,Comment Item Filter,16.82406571,RestartComponent,16.82406571,31.2,30
30,CF1,_SFLAj-cdEeet0YmmfbMwkw,Past Sales Item Filter,7.650845181,RestartComponent,7.650845181,31.2,30,30,CF1,_SFLAj-cdEeet0YmmfbMwkw,Past Sales Item Filter,7.650845181,RestartComponent,7.650845181,31.2,30
1,CF1,_SFJyEucdEeet0YmmfbMwkw,Authentication Service,415.057916,ReplaceComponent,440.257916,32.2,4,1,CF1,_SFJyEucdEeet0YmmfbMwkw,Authentication Service,415.057916,ReplaceComponent,440.257916,32.2,4
2,CF3,_SFJyIecdEeet0YmmfbMwkw,Reputation Service,108.549876,HwRedeployComponent,108.549876,32.2,4,2,CF3,_SFJyIecdEeet0YmmfbMwkw,Reputation Service,108.549876,HwRedeployComponent,108.549876,32.2,4
3,CF2,_SFJyWecdEeet0YmmfbMwkw,Recommendation Item Filter,93.48609503,RestartComponent,93.48609503,32.2,4,3,CF2,_SFJyWecdEeet0YmmfbMwkw,Recommendation Item Filter,93.48609503,RestartComponent,93.48609503,32.2,4
4,CF2,_SFJyOOcdEeet0YmmfbMwkw,Buy Now Item Filter,81.20634661,RestartComponent,81.20634661,32.2,4,4,CF2,_SFJyOOcdEeet0YmmfbMwkw,Buy Now Item Filter,81.20634661,RestartComponent,81.20634661,32.2,4
1,CF1,_SFJysucdEeet0YmmfbMwkw,Authentication Service,986.2424078,ReplaceComponent,1045.042408,33.2,3,1,CF1,_SFJysucdEeet0YmmfbMwkw,Authentication Service,986.2424078,ReplaceComponent,1045.042408,33.2,3
2,CF3,_SFJyx-cdEeet0YmmfbMwkw,Persistence Service,377.3459402,HwRedeployComponent,377.3459402,33.2,3,2,CF3,_SFJyx-cdEeet0YmmfbMwkw,Persistence Service,377.3459402,HwRedeployComponent,377.3459402,33.2,3
3,CF2,_SFJy7ecdEeet0YmmfbMwkw,Comment Item Filter,183.117773,RestartComponent,183.117773,33.2,3,3,CF2,_SFJy7ecdEeet0YmmfbMwkw,Comment Item Filter,183.117773,RestartComponent,183.117773,33.2,3
1,CF3,_SFKZOecdEeet0YmmfbMwkw,Query Service,1751.939112,HwRedeployComponent,1751.939112,34.2,16,1,CF3,_SFKZOecdEeet0YmmfbMwkw,Query Service,1751.939112,HwRedeployComponent,1751.939112,34.2,16
2,CF3,_SFKZIucdEeet0YmmfbMwkw,Authentication Service,985.3190032,ReplaceComponent,1044.119003,34.2,16,2,CF3,_SFKZIucdEeet0YmmfbMwkw,Authentication Service,985.3190032,ReplaceComponent,1044.119003,34.2,16
3,CF3,_SFKaZecdEeet0YmmfbMwkw,Bid and Buy Service,379.0057748,HwRedeployComponent,379.0057748,34.2,16,3,CF3,_SFKaZecdEeet0YmmfbMwkw,Bid and Buy Service,379.0057748,HwRedeployComponent,379.0057748,34.2,16
4,CF3,_SFKZxecdEeet0YmmfbMwkw,Bid and Buy Service,288.6169162,HwRedeployComponent,288.6169162,34.2,16,4,CF3,_SFKZxecdEeet0YmmfbMwkw,Bid and Buy Service,288.6169162,HwRedeployComponent,288.6169162,34.2,16
5,CF2,_SFKaqecdEeet0YmmfbMwkw,Recommendation Item Filter,222.2429928,RestartComponent,222.2429928,34.2,16,5,CF2,_SFKaqecdEeet0YmmfbMwkw,Recommendation Item Filter,222.2429928,RestartComponent,222.2429928,34.2,16
6,CF1,_SFKajecdEeet0YmmfbMwkw,Availability Item Filter,194.7757356,RestartComponent,194.7757356,34.2,16,6,CF1,_SFKajecdEeet0YmmfbMwkw,Availability Item Filter,194.7757356,RestartComponent,194.7757356,34.2,16
7,CF2,_SFKZXecdEeet0YmmfbMwkw,Comment Item Filter,181.7442548,RestartComponent,181.7442548,34.2,16,7,CF2,_SFKZXecdEeet0YmmfbMwkw,Comment Item Filter,181.7442548,RestartComponent,181.7442548,34.2,16
8,CF2,_SFKaCecdEeet0YmmfbMwkw,Recommendation Item Filter,167.3832795,RestartComponent,167.3832795,34.2,16,8,CF2,_SFKaCecdEeet0YmmfbMwkw,Recommendation Item Filter,167.3832795,RestartComponent,167.3832795,34.2,16
